"","","cl_lum","cl_den"
"13630",2.182,1,3
"13631",1.584,1,3
"13632",1.402,1,3
"13633",2.407,1,1
"13634",2.04,2,3
"13635",1.516,1,3
"13636",2.355,1,2
"13637",2.578,1,3
"13638",2.17,2,3
"13639",1.653,3,4
"13640",1.583,1,2
"13641",2.456,2,3
"13642",1.846,1,4
"13643",2.097,3,4
"13644",2.285,1,3
"13645",1.477,1,3
"13646",2.482,1,1
"13647",2.411,1,1
"13648",2.098,1,3
"13649",1.191,1,3
"13650",2.444,1,1
"13651",1.79,2,2
"13652",1.178,2,3
"13653",2.359,1,1
"13654",2.205,3,5
"13655",2.659,3,2
"13656",2.033,1,3
"13657",1.716,3,4
"13658",2.336,1,2
"13659",1.281,1,3
"13660",1.399,1,2
"13661",1.685,2,5
"13662",1.554,3,4
"13663",1.927,3,4
"13664",2.577,2,1
"13665",3.028,3,4
"13666",2.384,3,4
"13667",2.331,2,5
"13668",2.209,4,4
"13669",2.117,4,4
"13670",1.511,4,4
"13671",2.285,3,3
"13672",2.637,4,4
"13673",1.913,4,4
"13674",1.313,1,3
"13675",0.2962,1,3
"13676",1.516,3,3
"13677",1.443,3,3
"13678",2.387,1,3
"13679",0.9244,2,4
"13680",1.264,2,4
"13681",1.901,1,1
"13682",2.322,2,4
"13683",1.636,2,4
"13684",2.326,2,4
"13685",2.027,2,2
"13686",1.104,2,5
"13687",1.536,1,3
"13688",1.805,2,3
"13689",1.823,2,3
"13690",2.184,3,4
"13691",1.343,3,5
"13692",2.278,1,2
"13693",2.558,2,2
"13694",1.721,1,3
"13695",2.581,2,2
"13696",2.007,2,4
"13697",2.389,2,2
"13698",1.949,1,4
"13699",1.896,2,3
"13700",2.39,1,2
"13701",1.612,3,3
"13702",2.498,1,2
"13703",1.033,3,4
"13704",2.426,1,2
"13705",2.292,2,3
"13706",2.328,2,3
"13707",2.543,2,2
"13708",1.652,2,2
"13709",2.415,1,2
"13710",1.929,2,2
"13711",1.975,1,3
"13712",2.355,2,3
"13713",2.392,1,3
"13714",2.466,2,1
"13715",0.5095,3,4
"13716",1.606,1,2
"13717",2.017,3,4
"13718",1.522,3,4
"13719",1.194,2,4
"13720",1.581,1,3
"13721",1.136,2,5
"13722",1.421,1,3
"13723",2.353,1,4
"13724",2.307,1,2
"13725",1.28,2,5
"13726",1.977,1,2
"13727",2.187,1,3
"13728",1.969,2,2
"13729",2.189,2,3
"13730",2.351,1,3
"13731",2.547,1,1
"13732",1.269,3,5
"13733",1.787,1,3
"13734",2.29,2,3
"13735",2.004,1,3
"13736",2.061,1,3
"13737",1.987,3,4
"13738",1.748,3,4
"13739",1.659,3,4
"13740",1.855,3,4
"13741",2.492,2,2
"13742",2.422,1,2
"13743",1.755,2,2
"13744",1.639,2,3
"13745",2.474,2,2
"13746",2.393,2,3
"13747",1.783,2,4
"13748",2.38,2,2
"13749",1.925,2,2
"13750",1.361,3,3
"13751",2.196,1,3
"13752",2.357,4,2
"13753",1.495,2,4
"13754",1.763,3,3
"13755",2.323,3,1
"13756",2.513,4,1
"13757",2.41,4,3
"13758",1.718,2,2
"13759",2.473,4,1
"13760",2.491,4,2
"13761",1.763,4,3
"13762",2.563,3,1
"13763",1.644,3,3
"13764",1.539,3,2
"13765",2.43,3,3
"13766",2.512,2,1
"13767",1.748,3,4
"13768",1.336,2,3
"13769",1.86,1,2
"13770",1.201,3,4
"13771",2.401,1,2
"13772",2.306,3,4
"13773",2.733,2,1
"13774",2.357,2,3
"13775",0.9522,1,3
"13776",1.529,2,2
"13777",2.339,3,4
"13778",2.141,1,2
"13779",2.419,1,2
"13780",1.532,1,3
"13781",2.129,1,2
"13782",1.957,1,2
"13783",2.348,3,2
"13784",2.379,2,2
"13785",1.45,3,3
"13786",1.893,2,2
"13787",1.546,1,2
"13788",2.381,2,3
"13789",2.227,4,2
"13790",1.645,4,5
"13791",2.2,4,5
"13792",2.312,4,1
"13793",2.425,4,2
"13794",2.073,4,3
"13795",0.1541,1,5
"13796",2.243,4,3
"13797",1.696,1,2
"13798",1.268,5,5
"13799",1.82,1,3
"13800",2.558,4,2
"13801",2.544,1,2
"13802",2.192,2,3
"13803",0.9119,3,4
"13804",1.349,4,5
"13805",2.857,2,1
"13806",1.228,3,5
"13807",1.99,3,2
"13808",1.364,2,4
"13809",1.642,3,3
"13810",2.107,4,4
"13811",1.527,1,4
"13812",2.162,5,4
"13813",2.376,4,3
"13814",1.213,4,5
"13815",1.456,3,5
"13816",2.405,5,1
"13817",1.495,4,5
"13818",2.401,5,3
"13819",2.373,4,3
"13820",2.225,4,5
"13821",2.221,1,3
"13822",1.877,1,2
"13823",1.623,1,1
"13824",2.429,4,2
"13825",2.44,4,3
"13826",1.834,5,5
"13827",2.385,4,4
"13828",2.211,4,5
"13829",2.487,4,2
"13830",1.691,3,5
"13831",2.529,3,2
"13832",1.831,2,3
"13833",1.472,1,3
"13834",1.643,2,2
"13835",2.355,2,3
"13836",1.33,3,5
"13837",2.303,2,3
"13838",1.455,3,5
"13839",1.968,3,4
"13840",1.688,2,2
"13841",1.599,1,4
"13842",1.476,3,5
"13843",1.502,3,5
"13844",2.613,3,1
"13845",1.474,1,2
"13846",2.576,2,3
"13847",2.352,3,2
"13848",2.104,3,3
"13849",2.23,4,2
"13850",2.396,3,3
"13851",2.331,4,2
"13852",2.634,3,1
"13853",2.858,2,1
"13854",2.214,3,4
"13855",1.784,4,3
"13856",1.827,3,4
"13857",0.679,3,5
"13858",1.211,4,4
"13859",2.686,3,3
"13860",2.62,3,1
"13861",2.36,1,3
"13862",2.417,2,2
"13863",2.461,3,2
"13864",1.566,3,5
"13865",1.855,2,3
"13866",1.712,1,2
"13867",2.594,3,1
"13868",2.299,1,1
"13869",1.556,3,3
"13870",1.689,1,2
"13871",1.524,2,4
"13872",1.125,4,3
"13873",2.796,4,5
"13874",2.285,4,3
"13875",2.472,3,3
"13876",1.555,4,4
"13877",1.502,4,3
"13878",1.48,4,3
"13879",1.194,2,4
"13880",1.81,3,4
"13881",1.777,2,4
"13882",1.016,3,5
"13883",2.028,1,2
"13884",1.209,2,3
"13885",1.394,1,3
"13886",2.384,2,2
"13887",1.605,2,4
"13888",2.046,2,1
"13889",2.058,2,3
"13890",1.334,1,3
"13891",1.041,3,5
"13892",1.255,1,3
"13893",1.867,3,3
"13894",1.603,3,5
"13895",2.184,1,2
"13896",1.939,1,2
"13897",1.661,4,4
"13898",2.467,3,3
"13899",1.612,2,3
"13900",1.532,2,3
"13901",2.311,3,3
"13902",2.391,2,2
"13903",2.278,2,2
"13904",2.259,1,1
"13905",2.05,1,1
"13906",1.127,4,3
"13907",2.392,1,3
"13908",1.342,5,4
"13909",1.611,4,4
"13910",2.397,4,2
"13911",1.455,2,3
"13912",1.786,2,3
"13913",1.423,1,4
"13914",1.999,4,2
"13915",2.738,4,1
"13916",1.465,4,3
"13917",2.553,5,4
"13918",1.181,4,4
"13919",1.493,1,3
"13920",1.2,4,3
"13921",1.147,4,3
"13922",1.37,1,3
"13923",1.878,4,3
"13924",2.471,3,2
"13925",1.721,3,3
"13926",1.419,4,4
"13927",1.778,3,3
"13928",1.917,4,3
"13929",2.186,4,3
"13930",0.8758,3,1
"13931",1.358,3,4
"13932",2.391,1,1
"13933",2.368,4,2
"13934",1.74,3,3
"13935",1.533,2,4
"13936",2.483,2,2
"13937",2.526,2,2
"13938",2.547,2,2
"13939",2.466,4,2
"13940",1.526,3,3
"13941",1.695,1,2
"13942",1.28,1,3
"13943",2.535,2,2
"13944",2.515,4,1
"13945",2.131,4,2
"13946",1.388,4,3
"13947",2.041,2,2
"13948",1.92,2,2
"13949",2.437,4,3
"13950",2.079,4,1
"13951",2.224,4,4
"13952",2.455,1,2
"13953",2.006,3,3
"13954",2.255,2,3
"13955",1.236,2,4
"13956",2.18,3,4
"13957",2.016,4,3
"13958",1.576,3,3
"13959",2.388,4,3
"13960",2.55,2,2
"13961",2.383,4,3
"13962",2.415,4,3
"13963",2.489,4,3
"13964",2.448,4,2
"13965",2.523,3,2
"13966",1.463,2,3
"13967",2.069,3,3
"13968",1.952,3,3
"13969",1.379,2,3
"13970",2.245,3,3
"13971",0.7917,3,3
"13972",1.364,3,3
"13973",2.157,3,2
"13974",1.528,3,3
"13975",2.356,3,3
"13976",2.199,2,3
"13977",1.509,2,4
"13978",1.782,2,3
"13979",2.493,3,1
"13980",2.43,3,2
"13981",1.396,3,4
"13982",1.682,1,3
"13983",2.211,3,3
"13984",2.256,3,3
"13985",2.266,3,3
"13986",1.861,3,4
"13987",1.455,1,3
"13988",2.504,4,1
"13989",2.326,4,4
"13990",2.371,4,4
"13991",1.868,4,4
"13992",2.399,3,2
"13993",1.594,3,4
"13994",1.449,4,4
"13995",1.739,3,3
"13996",2.437,2,2
"13997",1.672,2,4
"13998",1.447,2,4
"13999",2.521,2,2
"14000",2.437,2,3
"14001",1.637,2,3
"14002",1.982,3,2
"14003",1.825,3,3
"14004",2.288,1,3
"14005",1.771,1,4
"14006",2.336,1,1
"14007",2.339,2,3
"14008",2.364,1,2
"14009",1.777,1,3
"14010",1.513,3,2
"14011",2.258,4,3
"14012",1.337,3,3
"14013",1.418,3,3
"14014",1.464,3,3
"14015",1.584,4,3
"14016",1.168,3,3
"14017",2.501,4,1
"14018",2.458,3,2
"14019",1.259,3,3
"14020",2.414,3,3
"14021",2.389,4,3
"14022",2.396,3,3
"14023",2.445,3,3
"14024",2.392,3,3
"14025",2.453,3,1
"14026",2.402,4,2
"14027",2.482,5,1
"14028",2.501,3,1
"14029",1.877,3,3
"14030",2.119,4,3
"14031",1.863,3,2
"14032",1.536,3,3
"14033",2.239,3,2
"14034",2.261,3,3
"14035",1.489,4,3
"14036",1.57,2,3
"14037",2.425,3,1
"14038",2.395,3,3
"14039",1.801,4,4
"14040",2.322,1,4
"14041",2.318,4,4
"14042",2.341,5,4
"14043",1.714,4,4
"14044",2.183,5,4
"14045",2.385,5,4
"14046",2.529,5,1
"14047",2.768,5,3
"14048",2.541,4,3
"14049",2.005,3,3
"14050",1.996,2,4
"14051",1.96,2,3
"14052",1.517,2,3
"14053",2.181,1,2
"14054",1.07,1,4
"14055",2.152,3,3
"14056",1.857,2,1
"14057",2.364,2,1
"14058",1.863,3,3
"14059",2.431,2,3
"14060",1.379,1,4
"14061",2.469,2,2
"14062",2.299,5,4
"14063",2.405,4,3
"14064",2.358,5,3
"14065",1.809,5,3
"14066",2.328,5,3
"14067",2.349,2,1
"14068",2.375,5,2
"14069",1.97,3,5
"14070",1.472,2,4
"14071",2.631,4,3
"14072",1.156,2,3
"14073",1.656,5,3
"14074",2.058,3,4
"14075",2.459,3,2
"14076",1.09,3,3
"14077",1.463,2,3
"14078",1.926,4,2
"14079",1.572,3,3
"14080",1.56,4,4
"14081",1.875,4,3
"14082",2.479,3,1
"14083",2.281,2,3
"14084",1.457,3,5
"14085",2.126,3,3
"14086",2.456,1,2
"14087",2.512,2,2
"14088",1.945,2,3
"14089",2.104,3,3
"14090",1.584,3,2
"14091",2.44,3,2
"14092",1.687,3,4
"14093",2.49,3,2
"14094",2.061,2,2
"14095",1.824,2,3
"14096",2.478,3,1
"14097",2.527,1,2
"14098",2.424,3,2
"14099",2.381,3,2
"14100",1.482,3,4
"14101",1.432,3,4
"14102",1.711,1,4
"14103",2.495,2,1
"14104",1.834,4,4
"14105",3.52,4,5
"14106",1.58,2,4
"14107",1.522,3,3
"14108",1.389,3,5
"14109",2.226,2,2
"14110",2.353,3,1
"14111",2.289,2,2
"14112",1.613,2,4
"14113",2.194,2,4
"14114",1.546,1,3
"14115",2.295,3,4
"14116",2.846,3,5
"14117",2.099,5,2
"14118",1.651,5,4
"14119",2.59,5,3
"14120",2.243,5,2
"14121",1.96,4,2
"14122",1.676,2,4
"14123",2.28,3,3
"14124",2.322,2,1
"14125",2.389,2,2
"14126",2.449,3,3
"14127",2.373,2,2
"14128",1.789,4,3
"14129",1.312,3,3
"14130",1.819,1,3
"14131",2.408,1,3
"14132",2.564,1,2
"14133",2.188,2,4
"14134",1.119,2,4
"14135",1.704,3,3
"14136",1.482,2,4
"14137",2.385,2,3
"14138",1.016,2,4
"14139",1.779,1,2
"14140",2.228,2,2
"14141",1.821,2,2
"14142",2.434,1,3
"14143",2.584,4,3
"14144",2.496,4,1
"14145",2.095,2,4
"14146",1.846,1,3
"14147",1.304,1,4
"14148",1.975,4,2
"14149",1.617,4,3
"14150",2.533,4,2
"14151",2.214,4,3
"14152",2.448,4,2
"14153",2.49,5,3
"14154",2.346,4,3
"14155",2.435,5,2
"14156",2.35,5,3
"14157",0.748,4,4
"14158",2.463,4,2
"14159",2.604,5,1
"14160",2.28,5,2
"14161",2.363,5,2
"14162",2.491,5,2
"14163",2.436,4,2
"14164",1.469,3,3
"14165",1.759,4,3
"14166",2.33,4,2
"14167",1.635,3,4
"14168",1.512,3,4
"14169",1.602,4,4
"14170",2.253,2,3
"14171",1.281,4,3
"14172",2.332,4,4
"14173",2.498,3,1
"14174",1.661,3,2
"14175",2.382,1,2
"14176",2.468,2,2
"14177",1.217,2,3
"14178",2.122,4,2
"14179",1.244,4,4
"14180",2.35,5,3
"14181",2.121,4,2
"14182",2.393,4,3
"14183",1.439,2,4
"14184",2.246,4,3
"14185",2.27,3,1
"14186",2.464,4,2
"14187",2.531,4,2
"14188",2.467,5,3
"14189",2.853,2,1
"14190",2.412,3,2
"14191",1.305,2,4
"14192",1.672,2,4
"14193",1.252,3,4
"14194",2.114,3,1
"14195",1.827,3,4
"14196",1.9,3,2
"14197",2.133,2,2
"14198",1.569,2,3
"14199",2.276,1,4
"14200",2.427,1,3
"14201",1.624,2,2
"14202",2.395,2,2
"14203",2.107,3,5
"14204",2.099,2,2
"14205",2.413,1,1
"14206",1.443,2,3
"14207",1.905,2,2
"14208",1.239,2,4
"14209",2.46,2,3
"14210",2.343,2,4
"14211",1.27,4,3
"14212",2.013,4,2
"14213",1.393,2,3
"14214",1.475,4,4
"14215",2.52,5,2
"14216",2.364,4,2
"14217",1.769,3,3
"14218",1.771,3,3
"14219",1.357,4,3
"14220",2.551,3,2
"14221",2.34,5,3
"14222",2.105,4,2
"14223",1.612,3,4
"14224",2.464,4,3
"14225",1.87,3,4
"14226",2.495,2,2
"14227",2.467,2,1
"14228",2.479,4,2
"14229",1.866,4,2
"14230",2.351,4,2
"14231",1.897,4,3
"14232",2.149,4,2
"14233",2.118,3,3
"14234",1.28,3,4
"14235",1.79,4,2
"14236",2.044,2,4
"14237",2.506,2,1
"14238",2.473,4,2
"14239",1.948,4,3
"14240",1.767,4,3
"14241",1.519,2,4
"14242",2.421,5,3
"14243",1.409,2,2
"14244",1.359,5,3
"14245",2.357,4,2
"14246",2.005,2,3
"14247",2.517,3,2
"14248",1.431,3,4
"14249",1.821,3,4
"14250",1.523,3,3
"14251",1.939,2,1
"14252",2.395,2,2
"14253",1.381,3,4
"14254",2.292,2,1
"14255",2.178,3,3
"14256",2.148,3,3
"14257",2.1,3,4
"14258",2.263,3,3
"14259",2.479,2,2
"14260",2.521,3,3
"14261",1.486,4,4
"14262",1.209,2,3
"14263",1.645,1,5
"14264",1.328,4,4
"14265",2.439,1,4
"14266",2.414,2,2
"14267",1.517,1,3
"14268",1.504,1,3
"14269",1.332,3,3
"14270",2.209,3,3
"14271",2.063,2,2
"14272",1.377,3,3
"14273",1.888,4,3
"14274",0.9756,3,3
"14275",2.461,1,2
"14276",1.564,3,4
"14277",2.548,4,1
"14278",0.695,3,4
"14279",1.031,5,3
"14280",2.203,2,4
"14281",2.348,1,2
"14282",2.475,1,2
"14283",2.198,1,3
"14284",2.334,4,3
"14285",2.204,2,3
"14286",2.478,4,2
"14287",1.988,3,3
"14288",2.438,2,1
"14289",2.461,4,3
"14290",2.403,4,3
"14291",2.099,3,3
"14292",1.389,1,3
"14293",1.806,3,3
"14294",1.167,1,3
"14295",2.541,2,4
"14296",2.668,2,1
"14297",2.552,3,2
"14298",2.375,2,4
"14299",2.44,2,2
"14300",1.636,1,3
"14301",2.285,2,2
"14302",1.8,3,4
"14303",2.364,1,2
"14304",1.844,2,3
"14305",1.945,2,4
"14306",2.257,3,1
"14307",2.526,3,2
"14308",2.487,4,2
"14309",1.681,4,3
"14310",2.542,5,3
"14311",2.578,5,2
"14312",2.45,4,2
"14313",2.351,5,2
"14314",2.381,5,3
"14315",2,4,2
"14316",2.541,3,3
"14317",0.5247,5,4
"14318",1.105,3,4
"14319",2.006,3,4
"14320",2.407,3,3
"14321",1.621,2,2
"14322",2.563,3,2
"14323",1.777,3,3
"14324",1.914,3,3
"14325",2.304,1,2
"14326",2.534,3,1
"14327",2.336,3,3
"14328",2.229,2,1
"14329",1.75,3,3
"14330",2.307,4,3
"14331",1.884,4,5
"14332",2.674,4,2
"14333",2.278,4,3
"14334",1.236,1,4
"14335",1.505,1,3
"14336",2.345,3,3
"14337",1.235,3,4
"14338",2.285,4,3
"14339",1.888,3,3
"14340",1.655,2,3
"14341",2.369,1,2
"14342",1.909,1,2
"14343",2.054,3,4
"14344",2.577,4,1
"14345",1.282,4,3
"14346",2.488,4,2
"14347",0.9379,4,3
"14348",1.607,4,4
"14349",1.579,2,4
"14350",2.594,3,3
"14351",1.399,5,2
"14352",1.9,2,2
"14353",1.291,4,4
"14354",1.798,4,2
"14355",1.082,4,3
"14356",1.873,1,3
"14357",1.922,2,2
"14358",2.164,2,1
"14359",2.344,4,2
"14360",2.429,4,3
"14361",1.549,2,4
"14362",2.119,4,2
"14363",2.344,5,4
"14364",2.225,5,3
"14365",2.304,5,2
"14366",2.364,4,3
"14367",2.494,4,2
"14368",1.674,2,2
"14369",3.013,2,3
"14370",1.497,4,3
"14371",1.721,4,4
"14372",2.645,3,4
"14373",1.798,3,4
"14374",2.463,2,1
"14375",2.394,2,1
"14376",1.594,3,4
"14377",2.012,1,2
"14378",2.144,1,3
"14379",0.4511,3,5
"14380",2.295,2,3
"14381",1.872,2,1
"14382",2.516,3,2
"14383",2.557,2,2
"14384",1.258,2,3
"14385",1.351,3,5
"14386",1.907,1,3
"14387",2.452,2,2
"14388",1.419,1,3
"14389",2.431,2,3
"14390",2.15,1,3
"14391",1.982,2,4
"14392",2.398,3,4
"14393",1.704,3,5
"14394",1.444,3,5
"14395",2.639,2,2
"14396",2.062,2,4
"14397",2.519,2,3
"14398",1.146,2,5
"14399",1.816,3,5
"14400",1.492,1,3
"14401",1.586,1,2
"14402",0.9857,2,4
"14403",2.103,3,5
"14404",1.43,1,3
"14405",1.511,1,3
"14406",2.381,2,3
"14407",1.968,1,3
"14408",1.809,2,2
"14409",2.041,2,5
"14410",1.432,3,5
"14411",1.153,3,4
"14412",2.36,2,3
"14413",1.907,3,2
"14414",1.694,1,3
"14415",1.505,2,3
"14416",1.846,2,3
"14417",2.503,3,2
"14418",1.665,3,3
"14419",2.652,3,2
"14420",2.303,3,4
"14421",1.541,2,4
"14422",1.813,3,3
"14423",1.762,1,2
"14424",2.211,2,4
"14425",1.964,2,2
"14426",2.212,2,3
"14427",0.9445,4,4
"14428",1.408,3,3
"14429",1.927,3,2
"14430",2.565,3,2
"14431",1.736,3,3
"14432",1.454,4,3
"14433",2.3,3,1
"14434",2.454,3,3
"14435",2.179,3,4
"14436",1.081,2,3
"14437",1.501,3,2
"14438",1.993,3,3
"14439",1.408,5,3
"14440",2.367,5,3
"14441",2.443,5,3
"14442",2.566,5,1
"14443",2.371,5,3
"14444",2.29,4,3
"14445",2.338,5,3
"14446",2.098,5,3
"14447",1.957,5,4
"14448",1.456,5,4
"14449",2.465,3,3
"14450",1.5,4,4
"14451",2.454,4,3
"14452",2.089,4,2
"14453",2.408,4,3
"14454",2.728,4,1
"14455",2.515,5,1
"14456",2.079,4,2
"14457",2.455,5,4
"14458",2.086,5,2
"14459",2.464,4,3
"14460",2.378,4,3
"14461",2.455,5,4
"14462",1.806,4,3
"14463",2.121,4,3
"14464",1.921,1,3
"14465",2.262,3,2
"14466",2.322,4,3
"14467",2.325,1,2
"14468",1.795,1,4
"14469",2.034,2,3
"14470",2.493,2,3
"14471",2.203,1,3
"14472",1.931,1,3
"14473",2.198,3,3
"14474",1.881,3,3
"14475",1.623,3,1
"14476",2.385,2,3
"14477",1.501,3,2
"14478",2.428,3,2
"14479",1.254,3,3
"14480",1.324,2,3
"14481",2.477,2,2
"14482",2.182,2,3
"14483",1.539,2,3
"14484",2.311,2,2
"14485",1.31,2,3
"14486",2.169,4,2
"14487",1.973,4,3
"14488",2.312,3,3
"14489",1.955,4,3
"14490",1.559,2,3
"14491",0.9817,3,4
"14492",2.448,2,2
"14493",1.775,2,2
"14494",1.997,2,3
"14495",2.055,2,2
"14496",2.212,2,3
"14497",2.502,4,2
"14498",1.612,3,3
"14499",1.614,4,3
"14500",2.496,4,3
"14501",1.527,3,3
"14502",2.295,3,3
"14503",2.192,1,3
"14504",2.306,4,4
"14505",2.4,3,1
"14506",1.683,4,4
"14507",1.321,4,3
"14508",2.469,3,1
"14509",2.24,2,3
"14510",2.317,3,3
"14511",2.52,2,2
"14512",1.753,5,1
"14513",2.366,4,3
"14514",2.632,5,2
"14515",1.358,3,4
"14516",2.423,1,3
"14517",2.45,1,3
"14518",1.859,2,2
"14519",1.823,2,3
"14520",2.079,3,4
"14521",1.742,3,3
"14522",1.384,3,3
"14523",2.167,2,4
"14524",1.884,5,2
"14525",2.455,4,2
"14526",1.385,2,4
"14527",1.413,5,2
"14528",2.389,5,2
"14529",1.959,5,3
"14530",2.26,5,3
"14531",2.346,5,3
"14532",1.652,1,3
"14533",1.722,1,3
"14534",2.463,2,3
"14535",2.376,2,3
"14536",2.021,2,3
"14537",2.6,2,2
"14538",2.045,2,4
"14539",2.72,2,2
"14540",2.498,2,2
"14541",1.464,1,2
"14542",2.494,1,1
"14543",2.189,2,2
"14544",2.489,2,2
"14545",1.617,1,3
"14546",1.575,1,5
"14547",2.487,4,1
"14548",2.319,3,1
"14549",1.674,1,2
"14550",1.873,4,3
"14551",1.789,4,3
"14552",1.703,1,2
"14553",2.288,3,3
"14554",2.368,3,2
"14555",2.424,3,2
"14556",1.637,2,3
"14557",2.03,2,2
"14558",1.658,2,3
"14559",2.026,3,3
"14560",1.786,3,4
"14561",1.92,2,3
"14562",2.158,3,3
"14563",1.721,3,4
"14564",1.488,2,3
"14565",2.5,4,2
"14566",1.534,4,3
"14567",2.263,4,3
"14568",2.363,4,3
"14569",2.361,1,3
"14570",1.71,4,3
"14571",1.155,3,4
"14572",2.52,2,2
"14573",2.203,2,3
"14574",2.573,3,3
"14575",1.707,3,3
"14576",1.68,2,3
"14577",2.343,5,3
"14578",1.671,5,3
"14579",2.477,5,3
"14580",1.475,4,4
"14581",2.574,5,3
"14582",2.091,5,3
"14583",2.258,3,4
"14584",1.246,4,4
"14585",2.271,3,4
"14586",2.535,2,2
"14587",2.376,1,3
"14588",2.113,4,3
"14589",2.182,3,4
"14590",0.3533,2,4
"14591",1.241,1,4
"14592",2.303,2,1
"14593",1.5,1,3
"14594",1.459,1,3
"14595",2.606,1,3
"14596",1.663,3,4
"14597",2.454,3,2
"14598",2.792,2,2
"14599",2.209,3,3
"14600",1.047,1,3
"14601",1.423,2,5
"14602",1.112,2,4
"14603",1.729,2,3
"14604",2.37,1,3
"14605",1.66,2,3
"14606",1.544,2,2
"14607",2.322,1,3
"14608",2.432,2,2
"14609",1.824,3,2
"14610",1.461,3,4
"14611",2.414,1,2
"14612",1.682,1,3
"14613",1.811,2,4
"14614",0.9723,3,4
"14615",1.078,2,4
"14616",2.294,2,4
"14617",2.21,1,3
"14618",1.458,4,4
"14619",2.523,4,2
"14620",2.465,4,5
"14621",1.639,4,3
"14622",1.922,4,4
"14623",2.367,5,3
"14624",1.369,4,3
"14625",0.7087,2,4
"14626",1.772,3,3
"14627",1.751,5,3
"14628",0.9751,3,4
"14629",1.221,3,2
"14630",1.998,5,3
"14631",2.441,5,1
"14632",1.092,4,5
"14633",1.543,3,4
"14634",2.506,5,3
"14635",1.589,5,3
"14636",1.115,1,5
"14637",2.303,5,3
"14638",2.418,5,3
"14639",2.575,5,2
"14640",1.913,3,3
"14641",1.716,2,3
"14642",1.539,3,3
"14643",2.1,3,2
"14644",2.371,3,2
"14645",2.456,5,2
"14646",2.528,5,1
"14647",2.463,2,3
"14648",0.9725,3,5
"14649",1.847,4,2
"14650",1.752,2,4
"14651",1.446,1,2
"14652",1.875,2,4
"14653",2.313,4,3
"14654",1.976,2,5
"14655",1.27,5,3
"14656",1.874,3,4
"14657",1.838,2,3
"14658",1.359,3,4
"14659",1.652,2,3
"14660",1.246,2,5
"14661",2.391,2,2
"14662",1.267,2,3
"14663",2.162,3,3
"14664",1.528,4,5
"14665",1.785,1,3
"14666",2.952,3,3
"14667",2.209,1,4
"14668",1.847,1,4
"14669",2.568,2,2
"14670",1.651,2,5
"14671",1.877,3,5
"14672",1.676,2,4
"14673",1.571,1,3
"14674",2.543,5,2
"14675",1.845,1,3
"14676",2.401,4,2
"14677",1.572,2,3
"14678",2.499,1,2
"14679",2.354,2,3
"14680",1.457,2,4
"14681",1.382,2,4
"14682",2.496,1,3
"14683",1.794,1,3
"14684",2.13,4,2
"14685",2.482,3,2
"14686",2.202,4,2
"14687",1.131,4,4
"14688",1.4,5,3
"14689",1.603,4,2
"14690",2.25,5,4
"14691",2.336,1,4
"14692",1.769,2,2
"14693",2.195,3,2
"14694",2.416,3,2
"14695",2.147,2,2
"14696",2.25,3,4
"14697",2.415,3,2
"14698",1.849,3,3
"14699",2.514,1,3
"14700",1.918,3,3
"14701",2.28,3,3
"14702",2.35,2,4
"14703",2.652,3,1
"14704",1.57,5,2
"14705",1.854,5,2
"14706",2.372,5,3
"14707",2.35,5,3
"14708",1.445,1,4
"14709",2.113,2,4
"14710",2.498,3,2
"14711",2.124,4,2
"14712",2.059,2,3
"14713",1.012,1,3
"14714",1.595,1,4
"14715",1.39,2,5
"14716",1.823,2,2
"14717",2.512,3,2
"14718",1.374,1,4
"14719",2.419,3,3
"14720",1.111,4,3
"14721",1.656,1,4
"14722",1.652,3,5
"14723",2.187,4,5
"14724",1.577,4,5
"14725",2.468,3,3
"14726",2.393,5,2
"14727",2.296,4,3
"14728",1.52,4,3
"14729",1.486,4,4
"14730",2.874,3,4
"14731",2.166,3,2
"14732",1.381,2,5
"14733",1.442,5,4
"14734",2.225,4,2
"14735",1.928,4,3
"14736",2.392,4,2
"14737",2.507,3,3
"14738",2.432,2,2
"14739",2.075,3,4
"14740",1.957,5,3
"14741",2.338,5,2
"14742",1.371,2,5
"14743",2.138,2,2
"14744",1.277,4,4
"14745",1.775,2,1
"14746",2.419,5,1
"14747",1.236,5,3
"14748",2.293,5,3
"14749",1.649,3,3
"14750",2.287,2,2
"14751",2.433,2,1
"14752",1.886,3,1
"14753",2.394,3,5
"14754",1.439,1,4
"14755",1.382,5,3
"14756",2.202,1,2
"14757",2.538,5,1
"14758",2.04,4,3
"14759",2.525,5,2
"14760",1.947,2,3
"14761",2.143,3,3
"14762",2.457,3,2
"14763",2.312,3,2
"14764",2.244,3,3
"14765",2.401,3,2
"14766",1.501,2,3
"14767",1.467,2,3
"14768",1.822,4,3
"14769",1.844,2,4
"14770",2.673,2,3
"14771",1.507,3,4
"14772",2.197,3,1
"14773",1.525,3,3
"14774",1.845,3,1
"14775",1.859,4,2
"14776",1.446,3,4
"14777",2.341,3,2
"14778",2.42,3,2
"14779",2.269,3,3
"14780",2.336,3,2
"14781",1.472,3,3
"14782",1.517,2,3
"14783",2.422,2,3
"14784",1.304,4,5
"14785",1.529,4,3
"14786",1.359,4,5
"14787",1.836,3,4
"14788",2.501,3,2
"14789",1.925,1,4
"14790",3.084,1,3
"14791",2.615,1,2
"14792",2.544,3,2
