"","","cl_lum","cl_den"
"18994",1.75,1,4
"18995",1.364,4,4
"18996",1.816,2,3
"18997",2.318,3,2
"18998",2.233,1,2
"18999",2.678,1,2
"19000",1.788,2,2
"19001",2.514,3,2
"19002",2.336,3,4
"19003",1.956,2,3
"19004",1.38,1,3
"19005",2.093,2,3
"19006",2.344,4,3
"19007",1.34,3,3
"19008",1.936,2,2
"19009",2.555,4,2
"19010",1.539,2,3
"19011",1.973,3,2
"19012",2.234,3,3
"19013",1.119,4,4
"19014",2.143,4,3
"19015",1.874,3,3
"19016",2.202,3,2
"19017",2.547,2,2
"19018",2.395,3,1
"19019",2.312,1,3
"19020",0.2506,2,5
"19021",1.067,1,4
"19022",1.161,1,5
"19023",1.837,1,3
"19024",2.468,2,2
"19025",2.179,1,4
"19026",1.381,1,3
"19027",1.413,2,2
"19028",2.362,1,2
"19029",1.774,2,3
"19030",1.493,3,4
"19031",1.739,2,3
"19032",2.088,2,5
"19033",2.383,1,3
"19034",2.38,2,3
"19035",1.403,2,4
"19036",1.457,2,5
"19037",1.48,1,3
"19038",1.387,1,4
"19039",2.383,1,2
"19040",2.479,1,2
"19041",2.188,1,3
"19042",2.373,1,3
"19043",2.112,1,2
"19044",2.004,1,3
"19045",1.706,1,3
"19046",2.346,3,3
"19047",2.555,2,1
"19048",1.916,1,3
"19049",1.602,2,4
"19050",2.263,2,2
"19051",1.951,1,3
"19052",2.364,2,2
"19053",2.459,2,1
"19054",3.199,2,3
"19055",1.25,2,5
"19056",1.841,2,4
"19057",2.903,4,2
"19058",1.205,3,3
"19059",2.065,4,4
"19060",1.634,1,4
"19061",1.71,4,4
"19062",1.655,4,4
"19063",2.475,1,2
"19064",2.486,4,3
"19065",1.727,1,2
"19066",1.353,2,3
"19067",1.926,4,2
"19068",2.215,2,5
"19069",1.314,1,3
"19070",2.362,3,2
"19071",2.462,4,3
"19072",1.567,4,5
"19073",2.39,5,3
"19074",2.594,5,2
"19075",2.413,5,3
"19076",2.424,5,3
"19077",2.42,5,3
"19078",1.617,5,4
"19079",2.256,4,4
"19080",1.605,5,3
"19081",2.175,4,4
"19082",2.465,4,1
"19083",2.167,3,4
"19084",2.416,4,2
"19085",2.514,2,1
"19086",2.462,3,1
"19087",1.564,3,3
"19088",1.264,4,4
"19089",2.22,4,3
"19090",2.339,3,2
"19091",1.337,4,5
"19092",2.659,3,1
"19093",2.395,4,1
"19094",3.235,2,5
"19095",1.737,4,3
"19096",3.442,3,4
"19097",1.686,3,2
"19098",1.938,4,1
"19099",1.649,4,3
"19100",2.604,2,2
"19101",1.658,1,3
"19102",2.356,4,4
"19103",2.464,3,2
"19104",1.715,2,4
"19105",1.995,1,3
"19106",2.412,1,2
"19107",1.414,4,2
"19108",2.348,4,4
"19109",2.338,2,3
"19110",1.926,1,3
"19111",2.653,4,3
"19112",2.108,2,3
"19113",2.703,5,2
"19114",1.489,1,3
"19115",1.464,2,3
"19116",2.068,1,3
"19117",1.861,3,3
"19118",1.367,1,5
"19119",1.214,2,4
"19120",3.353,1,3
"19121",1.333,1,3
"19122",1.901,1,2
"19123",1.253,3,4
"19124",2.252,2,3
"19125",2.191,2,1
"19126",1.618,4,4
"19127",2.426,4,2
"19128",2.292,4,2
"19129",2.484,4,1
"19130",2.341,4,3
"19131",2.027,4,3
"19132",2.112,4,1
"19133",2.466,4,2
"19134",1.679,4,2
"19135",1.961,5,3
"19136",2.127,4,2
"19137",1.733,4,3
"19138",2.466,4,2
"19139",2.445,4,3
"19140",2.092,4,3
"19141",2.319,4,2
"19142",1.974,3,3
"19143",1.947,4,3
"19144",2.892,4,2
"19145",2.47,3,2
"19146",2.347,3,3
"19147",2.373,3,1
"19148",1.629,4,3
"19149",1.292,4,4
"19150",1.504,4,3
"19151",1.003,4,3
"19152",2.627,3,2
"19153",1.635,4,2
"19154",2.407,4,2
"19155",2.373,4,3
"19156",2.393,3,2
"19157",1.427,4,3
"19158",1.455,3,3
"19159",1.529,3,4
"19160",2.638,3,2
"19161",2.119,3,2
"19162",1.32,4,4
"19163",2.52,3,1
"19164",1.403,3,2
"19165",1.483,1,4
"19166",2.316,2,3
"19167",2.441,3,2
"19168",3.101,1,3
"19169",2.249,3,3
"19170",1.299,2,3
"19171",1.421,3,3
"19172",1.885,1,4
"19173",2.114,3,1
"19174",2.05,4,2
"19175",1.654,2,4
"19176",1.811,1,3
"19177",2.517,3,1
"19178",2.155,3,3
"19179",2.444,2,2
"19180",1.403,3,3
"19181",2.012,3,5
"19182",1.943,3,4
"19183",1.389,1,4
"19184",2.47,4,2
"19185",1.583,2,4
"19186",2.299,4,3
"19187",2.552,2,2
"19188",1.284,3,5
"19189",1.056,3,5
"19190",2.296,1,2
"19191",2.034,2,5
"19192",3.494,3,2
"19193",1.699,2,4
"19194",1.791,4,3
"19195",1.245,4,3
"19196",2.401,4,2
"19197",1.63,1,5
"19198",2.398,4,2
"19199",3.793,4,2
"19200",3.282,4,3
"19201",1.057,4,4
"19202",0.08061,1,5
"19203",2.016,1,2
"19204",2.007,3,2
"19205",3.463,3,4
"19206",2.394,1,3
"19207",1.693,1,3
"19208",0.9512,1,3
"19209",1.707,2,2
"19210",1.155,1,2
"19211",1.626,2,4
"19212",2.284,2,3
"19213",2.224,1,3
"19214",2.375,1,2
"19215",2.112,1,2
"19216",3.619,2,3
"19217",2.336,3,4
"19218",2.464,1,3
"19219",2.2,1,4
"19220",1.769,2,3
"19221",1.297,3,3
"19222",1.99,3,2
"19223",2.264,2,3
"19224",1.171,3,3
"19225",1.592,3,3
"19226",2.099,2,2
"19227",1.992,3,3
"19228",1.074,3,5
"19229",1.99,2,4
"19230",2.388,3,3
"19231",1.557,3,3
"19232",2.544,2,3
"19233",1.592,3,4
"19234",1.577,3,5
"19235",2.322,3,3
"19236",2.296,3,5
"19237",1.973,3,2
"19238",1.527,3,3
"19239",1.342,4,3
"19240",2.158,4,4
"19241",1.966,3,4
"19242",2.6,4,1
"19243",1.546,3,5
"19244",1.492,3,3
"19245",2.279,4,3
"19246",1.159,3,5
"19247",1.791,3,5
"19248",1.199,3,5
"19249",2.539,3,1
"19250",1.735,1,3
"19251",2.552,3,4
"19252",1.439,1,2
"19253",1.401,4,3
"19254",1.643,3,2
"19255",1.845,3,3
"19256",1.519,1,3
"19257",1.605,5,4
"19258",1.645,3,3
"19259",2.427,4,3
"19260",2.221,4,5
"19261",2.15,4,3
"19262",2.349,4,2
"19263",2.287,4,1
"19264",2.568,5,4
"19265",2.304,5,4
"19266",2.314,4,2
"19267",1.773,4,3
"19268",2.26,4,3
"19269",2.358,5,4
"19270",1.609,5,3
"19271",0.8488,4,5
"19272",1.955,4,4
"19273",1.759,4,3
"19274",1.419,4,5
"19275",1.88,4,5
"19276",1.495,4,3
"19277",2.164,4,5
"19278",1.183,4,5
"19279",1.721,4,4
"19280",1.742,1,4
"19281",1.909,4,4
"19282",2.021,4,4
"19283",2.427,4,3
"19284",2.249,4,4
"19285",2.317,4,4
"19286",1.587,4,3
"19287",1.295,4,5
"19288",1.544,1,3
"19289",1.6,4,5
"19290",2.278,5,5
"19291",2.443,5,5
"19292",2.002,5,4
"19293",2.386,5,3
"19294",2.632,3,1
"19295",2.533,5,3
"19296",1.946,5,5
"19297",1.611,1,2
"19298",2.581,3,1
"19299",2.39,5,3
"19300",2.332,5,5
"19301",2.024,5,5
"19302",2.239,5,4
"19303",2.43,5,5
"19304",2.588,5,4
"19305",2.344,5,4
"19306",2.654,5,2
"19307",1.682,5,2
"19308",1.278,3,5
"19309",2.059,3,3
"19310",1.169,3,4
"19311",1.512,3,4
"19312",2.366,3,3
"19313",2.27,4,4
"19314",1.851,4,3
"19315",2.358,5,5
"19316",2.299,1,3
"19317",2.366,2,3
"19318",2.406,1,2
"19319",1.632,1,3
"19320",2.745,3,4
"19321",1.346,2,3
"19322",1.697,1,3
"19323",0.7017,3,5
"19324",2.318,1,3
"19325",2.585,3,2
"19326",0.7965,1,5
"19327",0.7066,3,4
"19328",2.356,4,1
"19329",1.603,1,3
"19330",2.003,3,3
"19331",1.208,3,5
"19332",2.156,3,4
"19333",2.402,4,3
"19334",1.335,3,3
"19335",1.307,1,2
"19336",2.025,3,2
"19337",1.884,3,3
"19338",2.065,4,2
"19339",1.472,4,5
"19340",1.501,3,3
"19341",2.189,4,3
"19342",1.152,4,2
"19343",2.784,3,2
"19344",2.254,3,5
"19345",1.958,3,2
"19346",1.705,3,4
"19347",1.424,2,4
"19348",1.633,3,4
"19349",1.604,3,4
"19350",1.677,4,3
"19351",2.873,4,1
"19352",2.003,4,4
"19353",1.396,3,5
"19354",2.206,4,2
"19355",2.268,4,3
"19356",1.685,4,3
"19357",2.632,4,2
"19358",2.441,4,3
"19359",2.571,5,2
"19360",1.468,1,2
"19361",1.226,2,3
"19362",1.237,5,4
"19363",1.668,4,4
"19364",2.166,2,3
"19365",1.643,3,3
"19366",2.189,4,3
"19367",1.633,4,3
"19368",0.9837,2,4
"19369",2.213,2,3
"19370",2.388,1,3
"19371",1.658,2,4
"19372",1.589,2,4
"19373",1.701,2,2
"19374",2.257,4,4
"19375",1.222,1,4
"19376",2.406,4,3
"19377",2.209,2,4
"19378",1.578,3,5
"19379",1.634,4,5
"19380",1.556,2,3
"19381",2.502,5,3
"19382",2.338,5,4
"19383",2.316,5,4
"19384",2.392,4,3
"19385",2.303,5,3
"19386",2.063,4,5
"19387",2.494,5,2
"19388",1.423,1,4
"19389",2.3,5,5
"19390",2.219,4,5
"19391",2.618,5,2
"19392",1.421,1,4
"19393",2.135,3,3
"19394",2.16,4,5
"19395",2.401,4,4
"19396",2.342,5,3
"19397",2.307,4,4
"19398",2.498,3,2
"19399",2.267,5,5
"19400",3.517,3,4
"19401",2.322,4,3
"19402",1.574,4,5
"19403",2.085,4,5
"19404",1.705,4,5
"19405",2.585,5,4
"19406",2.151,5,5
"19407",1.728,3,3
"19408",2.253,5,5
"19409",2.582,3,2
"19410",2.492,4,2
"19411",2.627,4,2
"19412",2.594,5,2
"19413",2.492,4,4
"19414",2.068,5,5
"19415",2.204,5,5
"19416",2.287,5,5
"19417",2.274,5,5
"19418",2.491,5,5
"19419",2.293,5,3
"19420",2.108,5,5
"19421",2.189,5,5
"19422",2.221,5,5
"19423",1.983,3,2
"19424",2.5,5,3
"19425",2.803,5,5
"19426",1.758,5,5
"19427",2.387,5,3
"19428",2.459,5,3
"19429",1.776,3,3
"19430",2.476,5,4
"19431",1.252,5,5
"19432",1.872,4,4
"19433",2.041,3,3
"19434",1.306,3,4
"19435",2.148,5,5
"19436",2.197,5,4
"19437",2.672,4,1
"19438",1.077,5,5
"19439",2.666,5,3
"19440",2.476,5,5
"19441",2.303,5,5
"19442",2.266,5,5
"19443",2.11,5,4
"19444",1.943,5,5
"19445",2.401,5,4
"19446",2.3,5,4
"19447",2.495,5,3
"19448",2.407,5,3
"19449",1.599,1,3
"19450",1.376,1,4
"19451",2.306,5,3
"19452",2.454,5,3
"19453",2.426,4,4
"19454",1.303,4,4
"19455",1.116,4,5
"19456",2.392,4,4
"19457",2.502,4,2
"19458",2.319,2,3
"19459",1.612,2,3
"19460",1.598,4,4
"19461",1.308,1,3
"19462",2.206,4,5
"19463",1.729,3,2
"19464",2.366,2,2
"19465",2.029,1,1
"19466",1.832,4,3
"19467",2.355,3,2
"19468",1.241,3,4
"19469",1.814,4,5
"19470",2.429,4,2
"19471",2.094,2,4
"19472",2.566,4,3
"19473",2.009,4,4
"19474",1.949,4,3
"19475",2.329,2,2
"19476",1.781,3,2
"19477",2.103,1,2
"19478",2.162,4,3
"19479",1.645,4,4
"19480",2.466,4,3
"19481",2.412,4,3
"19482",2.233,4,5
"19483",1.604,4,4
"19484",1.146,2,4
"19485",1.942,4,5
"19486",1.238,4,4
"19487",1.863,4,3
"19488",2.27,4,4
"19489",1.567,4,5
"19490",1.904,4,4
"19491",1.371,4,5
"19492",2.732,4,3
"19493",1.262,4,5
"19494",1.913,4,5
"19495",2.297,4,4
"19496",1.135,1,4
"19497",2.191,4,4
"19498",2.509,5,3
"19499",2.241,4,4
"19500",2.406,5,5
"19501",2.408,5,4
"19502",1.801,4,5
"19503",2.418,3,3
"19504",2.315,5,3
"19505",2.222,3,4
"19506",2.085,5,5
"19507",1.596,5,4
"19508",2.415,5,4
"19509",2.147,5,5
"19510",1.345,4,5
"19511",2.184,4,4
"19512",1.335,4,5
"19513",2.312,4,5
"19514",1.053,1,4
"19515",1.958,5,5
"19516",2.558,1,3
"19517",1.366,4,5
"19518",2.345,4,5
"19519",2.353,2,2
"19520",2.417,5,2
"19521",1.23,1,3
"19522",2.046,4,3
"19523",2.399,4,5
"19524",3.294,4,4
"19525",2.172,5,5
"19526",2.572,5,2
"19527",2.004,5,1
"19528",3.048,1,4
"19529",2.025,4,5
"19530",2.241,1,2
"19531",2.278,4,3
"19532",1.54,3,3
"19533",1.068,3,5
"19534",2.344,1,2
"19535",1.679,3,3
"19536",1.606,4,2
"19537",2.357,4,3
"19538",1.408,4,3
"19539",1.741,3,2
"19540",2.105,4,3
"19541",1.329,1,4
"19542",1.799,3,2
"19543",1.752,4,3
"19544",1.736,1,2
"19545",1.925,4,5
"19546",1.318,4,4
"19547",1.155,3,4
"19548",2.292,4,4
"19549",1.523,3,4
"19550",2.272,4,3
"19551",3.701,1,2
"19552",2.513,3,3
"19553",2.116,2,4
"19554",3.686,3,2
"19555",1.441,4,3
"19556",3.52,4,5
"19557",2.426,2,3
"19558",1.384,2,3
"19559",2.699,1,2
"19560",1.993,1,3
"19561",2.222,5,3
"19562",3.316,4,3
"19563",3.641,4,2
"19564",3.735,1,2
"19565",1.957,3,5
"19566",1.337,1,3
"19567",2.309,3,3
"19568",1.22,3,5
"19569",3.538,3,5
"19570",3.487,2,3
"19571",2.179,1,2
"19572",1.464,1,4
"19573",2.434,2,3
"19574",1.387,3,4
"19575",2.238,3,4
"19576",2.525,3,3
"19577",1.709,1,3
"19578",0.9299,3,5
"19579",1.842,3,5
"19580",1.649,2,3
"19581",1.641,4,5
"19582",2.16,3,4
"19583",1.127,3,3
"19584",2.05,3,5
"19585",2.429,1,3
"19586",2.309,3,3
"19587",2.996,4,3
"19588",3.587,4,2
"19589",2.429,3,2
"19590",2.306,3,2
"19591",2.396,3,2
"19592",2.26,3,2
"19593",2.085,4,4
"19594",1.529,3,4
"19595",2.054,3,4
"19596",2.166,4,4
"19597",1.862,4,5
"19598",1.834,4,4
"19599",3.407,1,3
"19600",1.495,4,5
"19601",1.749,4,5
"19602",2.179,4,5
"19603",1.43,1,4
"19604",2.003,4,4
"19605",2.214,5,5
"19606",2.367,4,5
"19607",2.206,2,1
"19608",2.514,4,3
"19609",2.527,3,3
"19610",2.412,2,3
"19611",1.593,5,5
"19612",2.019,5,5
"19613",2.158,5,5
"19614",2.54,5,2
"19615",2.137,5,5
"19616",1.517,5,3
"19617",2.084,4,5
"19618",2.238,5,4
"19619",2.292,5,5
"19620",2.453,5,4
"19621",2.398,5,4
"19622",2.422,5,3
"19623",2.532,5,4
"19624",2.514,5,1
"19625",1.497,1,2
"19626",2.491,5,5
"19627",2.468,5,3
"19628",2.369,5,5
"19629",2.514,5,3
"19630",2.563,5,3
"19631",2.365,4,4
"19632",2.317,4,5
"19633",2.7,5,1
"19634",2.48,4,3
"19635",2.493,2,2
"19636",1.699,5,5
"19637",2.335,5,4
"19638",2.478,5,3
"19639",1.699,1,2
"19640",2.075,5,5
"19641",2.642,5,5
"19642",2.606,5,2
"19643",2.322,5,5
"19644",2.161,3,2
"19645",1.776,3,2
"19646",2.463,5,2
"19647",2.329,5,3
"19648",2.159,5,5
"19649",2.364,5,5
"19650",1.327,2,4
"19651",1.756,4,5
"19652",3.516,4,5
"19653",2.294,4,5
"19654",3.116,2,3
"19655",3.341,4,5
"19656",1.317,3,5
"19657",1.96,4,3
"19658",3.993,4,5
"19659",2.248,4,3
"19660",1.383,4,4
"19661",1.262,3,3
"19662",2.547,4,2
"19663",2.486,4,2
"19664",2.247,4,2
"19665",1.721,1,2
"19666",1.336,4,4
"19667",1.236,3,3
"19668",3.857,4,4
"19669",1.874,3,3
"19670",2.253,4,2
"19671",1.256,4,4
"19672",1.426,3,3
"19673",2.232,4,2
"19674",2.415,3,2
"19675",1.788,4,4
"19676",2.53,3,2
"19677",3.022,3,3
"19678",1.935,2,2
"19679",3.121,3,3
"19680",1.687,2,4
"19681",2.376,3,3
"19682",2.823,2,2
"19683",3.624,5,3
"19684",2.063,3,3
"19685",2.105,3,3
"19686",1.603,3,5
"19687",1.636,4,3
"19688",1.639,3,4
"19689",1.628,3,5
"19690",1.565,3,3
"19691",3.387,3,3
"19692",2.607,4,1
"19693",3.083,3,3
"19694",1.252,3,3
"19695",1.672,2,3
"19696",0.8418,3,4
"19697",1.642,2,3
"19698",2.463,1,1
"19699",0.8949,1,3
"19700",1.542,3,4
"19701",3.147,1,4
"19702",2.611,3,2
"19703",1.361,3,4
"19704",1.135,3,4
"19705",1.418,1,4
"19706",2.005,2,2
"19707",2.098,3,3
"19708",1.719,3,2
"19709",2.1,2,4
"19710",1.832,3,2
"19711",2.302,1,2
"19712",2.526,3,4
"19713",1.957,2,4
"19714",1.458,5,4
"19715",2.469,5,1
"19716",1.875,2,3
"19717",2.312,5,3
"19718",0.8392,5,3
"19719",2.444,4,3
"19720",2.217,5,3
"19721",1.437,4,3
"19722",1.54,1,4
"19723",2.604,4,1
"19724",1.577,4,5
"19725",2.247,4,5
"19726",1.43,4,5
"19727",1.68,1,3
"19728",2.268,4,4
"19729",1.496,3,3
"19730",1.708,2,4
"19731",1.508,4,5
"19732",3.319,2,2
"19733",1.818,2,3
"19734",1.435,2,4
"19735",2.241,4,3
"19736",1.399,5,5
"19737",1.161,1,4
"19738",2.336,5,4
"19739",1.98,4,3
"19740",1.273,1,4
"19741",2.613,4,3
"19742",1.577,5,5
"19743",2.332,5,4
"19744",2.467,4,2
"19745",1.756,1,3
"19746",2.482,4,3
"19747",1.489,1,4
"19748",1.481,3,5
"19749",1.526,2,5
"19750",2.139,4,3
"19751",1.566,2,3
"19752",1.351,2,4
"19753",2.204,5,4
"19754",1.253,1,3
"19755",2.33,2,3
"19756",2.461,4,3
"19757",2.419,5,2
"19758",2.552,5,3
"19759",2.476,5,2
"19760",1.69,4,5
"19761",1.69,2,3
"19762",2.68,4,2
"19763",2.476,2,1
"19764",2.481,5,2
"19765",1.627,4,5
"19766",2.115,5,5
"19767",2.008,2,4
"19768",1.981,5,5
"19769",2.544,5,3
"19770",1.388,1,4
"19771",2.253,4,2
"19772",2.404,4,3
"19773",2.515,5,2
"19774",1.38,1,3
"19775",1.85,4,4
"19776",1.53,2,3
"19777",2.149,4,5
"19778",1.456,3,5
"19779",2.598,2,4
"19780",2.223,4,3
"19781",2.427,5,3
"19782",3.511,3,4
"19783",2.452,3,2
"19784",1.749,3,3
"19785",2.273,3,3
"19786",1.269,4,3
"19787",1.411,4,3
"19788",1.353,4,3
"19789",1.953,3,3
"19790",1.132,2,4
"19791",2.227,3,4
"19792",2.458,3,2
"19793",1.606,3,3
"19794",1.407,3,5
"19795",2.159,3,3
"19796",2.381,4,3
"19797",1.75,3,3
"19798",1.46,4,5
"19799",2.255,2,3
"19800",2.181,2,3
"19801",2.381,2,2
"19802",2.546,3,1
"19803",2.03,4,3
"19804",1.633,3,3
"19805",1.191,1,3
"19806",1.477,1,3
"19807",2.51,2,3
"19808",1.9,1,3
"19809",2.314,4,3
"19810",2.25,4,3
"19811",1.275,4,5
"19812",2.098,4,1
"19813",2.481,4,3
"19814",2.261,2,2
"19815",1.575,4,4
"19816",1.734,2,3
"19817",2.479,5,3
"19818",2.665,5,4
"19819",1.927,5,4
"19820",2.513,5,5
"19821",2.325,5,2
"19822",1.773,4,4
"19823",2.577,1,3
"19824",2.4,5,2
"19825",2.573,5,1
"19826",2.545,5,3
"19827",1.54,4,3
"19828",2.448,5,3
"19829",2.368,3,5
"19830",1.478,5,3
"19831",2.216,3,3
"19832",3.739,3,3
"19833",1.303,3,4
"19834",2.294,3,3
"19835",1.571,4,3
"19836",2.144,2,2
"19837",2.456,4,2
"19838",1.333,2,5
"19839",1.373,2,5
"19840",1.41,5,4
"19841",2.284,4,3
"19842",1.279,5,4
"19843",2.498,4,3
"19844",2.384,4,2
"19845",2.012,4,2
"19846",2.622,3,1
"19847",2.129,2,3
"19848",1.265,3,4
"19849",3.842,4,4
"19850",2.144,4,5
"19851",1.723,4,4
"19852",1.333,2,3
"19853",1.247,4,5
"19854",1.352,3,5
"19855",1.273,3,4
"19856",3.257,4,4
"19857",1.291,4,5
"19858",3.382,2,3
"19859",1.808,2,3
"19860",1.997,2,3
"19861",1.305,1,4
"19862",1.505,2,5
"19863",2.146,1,2
"19864",1.716,2,2
"19865",1.354,2,4
"19866",1.119,1,4
"19867",2.144,1,2
"19868",1.405,1,3
"19869",3.54,2,3
"19870",2.719,2,3
"19871",1.834,1,3
"19872",2.598,2,1
"19873",1.275,1,3
"19874",2.378,3,4
"19875",2.391,1,2
"19876",2.588,3,2
"19877",2.37,3,2
"19878",1.631,1,2
"19879",0.99,1,4
"19880",1.994,1,4
"19881",1.264,1,3
"19882",2.392,2,1
"19883",2.369,1,3
"19884",0.6757,1,4
"19885",1.345,2,5
"19886",1.993,3,3
"19887",2.37,3,3
"19888",2.189,2,2
"19889",1.264,3,3
"19890",2.089,2,2
"19891",1.666,3,5
"19892",2.388,2,2
"19893",2.482,3,3
"19894",2.435,3,3
"19895",2.082,4,5
"19896",1.57,4,4
"19897",2.445,2,1
"19898",1.05,3,3
"19899",2.47,4,3
"19900",2.534,3,2
"19901",2.002,3,4
"19902",1.432,4,4
"19903",2.313,2,4
"19904",2.338,1,4
"19905",1.607,3,4
"19906",1.503,3,4
"19907",2.048,3,3
"19908",2.101,4,3
"19909",2.497,5,2
"19910",1.582,3,4
"19911",2.165,5,3
"19912",2.536,5,2
"19913",0.9855,3,4
"19914",2.462,4,3
"19915",1.327,4,2
"19916",1.226,3,5
"19917",1.957,3,4
"19918",2.189,5,3
"19919",2.553,5,1
"19920",1.256,3,3
"19921",2.32,3,4
"19922",2.573,5,1
"19923",1.241,3,3
"19924",1.72,4,3
"19925",1.841,3,3
"19926",2.149,3,4
"19927",3.336,3,3
"19928",1.825,3,3
"19929",2.453,4,2
"19930",1.755,3,2
"19931",1.753,4,4
"19932",2.165,4,3
"19933",2.46,4,2
"19934",3.066,4,5
"19935",3.463,5,1
"19936",1.769,4,3
"19937",3.856,4,3
"19938",3.51,4,3
"19939",1.848,3,1
"19940",3.402,5,3
"19941",3.434,5,1
"19942",3.462,5,3
"19943",2.266,3,2
"19944",2.484,5,1
"19945",2.414,5,2
"19946",3.393,5,3
"19947",3.463,5,1
"19948",2.685,3,5
"19949",1.34,2,4
"19950",1.037,2,4
"19951",2.218,3,4
"19952",1.875,4,4
"19953",2.083,3,3
"19954",1.787,1,3
"19955",2.108,1,3
"19956",2.666,2,3
"19957",2.113,3,2
"19958",2.328,4,3
"19959",3.453,3,5
"19960",2.378,4,2
"19961",2.214,3,2
"19962",2.235,3,3
"19963",1.594,3,4
"19964",1.451,4,4
"19965",1.533,4,4
"19966",0.9486,3,4
"19967",2.474,3,3
"19968",1.553,3,4
"19969",2.45,3,2
"19970",0.9955,3,5
"19971",2.524,2,2
"19972",1.817,1,4
"19973",2.358,3,2
"19974",2.087,3,4
"19975",1.53,3,4
"19976",3.246,2,4
"19977",1.712,3,4
"19978",2.128,1,2
"19979",1.846,3,4
"19980",3.675,2,2
"19981",1.635,2,3
"19982",1.244,3,5
"19983",2.164,3,3
"19984",2.386,3,3
"19985",1.204,3,5
"19986",2.077,4,3
"19987",1.365,4,3
"19988",1.003,3,5
"19989",1.432,2,3
"19990",2.276,4,1
"19991",2.512,4,2
"19992",1.664,4,2
"19993",2.501,4,2
"19994",2.241,4,3
"19995",2.512,4,1
"19996",2.388,4,3
"19997",2.471,4,2
"19998",2.652,4,2
"19999",2.209,2,3
"20000",1.941,3,3
"20001",1.695,4,5
"20002",2.12,4,2
"20003",2.305,4,3
"20004",2.425,4,2
"20005",2.409,3,3
"20006",1.332,4,3
"20007",2.472,4,2
"20008",2.17,4,3
"20009",2.434,4,2
"20010",1.802,3,4
"20011",2.382,4,3
"20012",1.955,4,2
"20013",1.952,4,2
"20014",2.393,4,2
"20015",2.351,4,2
"20016",2.439,4,3
"20017",2.411,3,1
"20018",2.204,4,3
"20019",2.482,3,1
"20020",1.721,4,4
"20021",2.5,4,4
"20022",2.418,4,3
"20023",1.74,4,3
"20024",1.482,4,4
"20025",2.552,2,4
"20026",2.682,4,2
"20027",2.366,4,2
"20028",2.107,4,4
"20029",2.294,4,3
"20030",3.148,5,5
"20031",2.327,5,2
"20032",2.12,4,3
"20033",2.225,5,3
"20034",2.405,5,2
"20035",2.34,3,3
"20036",2.062,4,3
"20037",2.039,5,4
"20038",1.741,5,3
"20039",2.104,5,4
"20040",1.717,4,3
"20041",1.51,3,3
"20042",2.368,4,3
"20043",2.346,4,4
"20044",1.422,4,4
"20045",1.937,5,2
"20046",2.548,4,2
"20047",2.5,4,2
"20048",2.57,4,4
"20049",2.331,5,5
"20050",2.541,3,3
"20051",2.238,4,2
"20052",1.543,4,5
"20053",1.23,3,4
"20054",2.499,4,3
"20055",2.554,4,2
"20056",1.617,4,3
"20057",3.926,3,3
"20058",2.269,3,5
"20059",2.36,3,2
"20060",1.713,3,3
"20061",2.48,3,2
"20062",2.1,3,4
"20063",2.091,3,3
"20064",2.409,4,2
"20065",3.453,3,3
"20066",2.246,3,3
"20067",1.865,3,3
"20068",1.961,4,4
"20069",1.862,3,2
"20070",2.36,3,3
"20071",1.906,4,4
"20072",2.161,4,2
"20073",1.193,3,4
"20074",3.741,4,2
"20075",1.687,4,4
"20076",2.336,4,3
"20077",3.52,2,1
"20078",2.2,2,3
"20079",1.426,1,4
"20080",3.303,3,2
"20081",2.194,1,1
"20082",1.647,1,3
"20083",1.453,4,5
"20084",1.585,4,2
"20085",1.583,4,4
"20086",1.139,4,5
"20087",2.06,3,3
"20088",1.06,3,5
"20089",1.635,4,3
"20090",2.638,3,1
"20091",2.399,2,1
"20092",1.842,1,3
"20093",1.762,4,3
"20094",3.914,3,5
"20095",1.872,4,4
"20096",2.363,4,3
"20097",2.225,3,2
"20098",1.591,4,5
"20099",2.602,4,4
"20100",2.628,4,2
"20101",2.466,4,4
"20102",2.1,4,4
"20103",1.52,2,4
"20104",2.514,3,1
"20105",1.215,4,3
"20106",3.438,3,2
"20107",1.426,4,5
"20108",1.25,4,4
"20109",1.127,4,4
"20110",2.351,4,2
"20111",3.965,3,2
"20112",1.328,3,4
"20113",2.13,4,4
"20114",1.746,3,5
"20115",1.44,3,4
"20116",1.557,3,3
"20117",2.42,2,3
"20118",1.266,3,3
"20119",2.681,4,2
"20120",2.451,4,5
"20121",1.983,1,2
"20122",2.033,4,3
"20123",2.601,4,3
"20124",2.791,4,3
"20125",2.56,5,2
"20126",2.307,4,3
"20127",2.122,4,3
"20128",2.382,4,3
"20129",2.455,5,3
"20130",2.65,5,1
"20131",2.644,4,2
"20132",2.399,4,3
"20133",2.593,5,1
"20134",2.55,5,2
"20135",2.455,4,3
"20136",0.9668,2,5
"20137",1.707,2,2
"20138",1.043,4,4
"20139",1.568,3,3
"20140",1.131,4,4
"20141",1.785,2,2
"20142",1.78,3,3
"20143",2.097,3,2
"20144",2.429,4,3
"20145",3.294,4,1
"20146",1.774,5,3
"20147",2.201,4,4
"20148",1.599,4,3
"20149",1.356,4,3
"20150",1.313,2,3
"20151",1.471,3,3
"20152",1.711,4,4
"20153",2.265,5,3
"20154",1.931,5,4
"20155",1.204,3,4
"20156",1.411,4,4
"20157",2.265,4,2
